Завод,Год отгрузки,Месяц,Дата фактической отгрузки,Цех,Стан,МЗК,Получатель МЗК,ОХ,Обозначение ВнешГрМт,Краткое наименование материала,Полное наименование материала,НТД трубы,НД на покрытие,НД на внутреннее покрытие,"Диаметр наружный, мм","Размер 1, мм","Размер 2, мм","Стенка, мм","Длина трубы, мм",Марка стали,Группа прочности,Тип Резьбы,Высадка,Признак термообрабоки,Вид труб-М1,Вид труб-М2,Вид труб-М3 Вид бизнеса,Вид труб-М4-Спец,"Вес, тн.",Валюта Документа,Валютный курс с/ф ТД,"Стоимость ТД без НДС, руб.","Цена ТД без НДС, руб./тн.",Инкотермс,"Инкотермс, Место",Код ТН ВЭД,Номер ГТД,Дата ГТД,Отдел Сбыта,ПФМ Код,ПФМ Текст,Куратор,Спецификация ТД-клиент,Внутр.номер Получателя,ОКПО получателя,ИНН получателя,Получатель,Адрес Получателя,Город Получателя,Регион Получателя,Страна Получателя,Станция назначения,Тип отгрузки,Внутр.номер Плательщика,ОКПО плательщика,ИНН плательщика,Плательщик,Город Плательщика,Страна Плательщика,ОКПО основного потребителя,Основной Потребитель,Регион ПОСТАВКИ РФ,Фед.округ РФ/ Регион мира,Страна назначения,Направление отгрузки,Отрасль Основного Потребителя,Подотрасль Основного Потребителя,Подотрасль потребителя 2 /продукт,Холдинги,Металлотрейдер,№ строки,Получатель рабочее наименование,Плательщик рабочее наименование,ЗРУ из КД,ИГК из КС,"Количество, м","Количество, шт.",Вид трубы Бизнес (M1),Сегмент Бизнес (M3)
ВТЗ,2024,Декабрь,2024-12-03 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрНржв,ТгдНЖ ТУ3Р-85 08Х18Н10ТУ 89 10,"Трубы горячедеформированные нержавеющие из сталей D89,00 X S10,00 ТУ 14-3Р-85-2005, ТС 1668-2021, МСт 08Х18Н10Т У, т/о, Н/М: 3000 - 5000 Без обрезки",ТУ 14-3Р-85-2005,,,89,,,10,,08Х18Н10Т У,,,,т/о,Гд НЖ,Нержавеющие,Бш Пром,-,8.396,RUB,"1,00000",8521940,1015000,DAP,Г. ПЕРВОУРАЛЬСК,,,,,БН НЕРЖ,БН НЕРЖ,ГРИЩЕНКО М.В.,,11022688,44320177,6684036797,"Общество с ограниченной ответственностью ""Киберсталь""","623101, Свердловская область, г. Первоуральск, ул. Ленина, соор. 18, эт/пом 4/410",г. Первоуральск,Свердловская обл.,Россия,,Автотранспорт,11006968,05785537,1835012826,"Публичное акционерное общество ""Ижевский завод нефтяного машиностроения""",город Москва,Россия,44320177,Киберсталь,Свердловская область,Уральский ФО,Россия,РФ,Прочие отрасли,Горно-металлургические компании,Трубная ,-,-,В33037,Киберсталь,Ижевский завод нефтяного машиностроения,,,432.22,95,Гд НЖ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-03 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,Товарная на Киберсталь,Киберсталь,,ТрБесШвнГрДфрНржв,ТгдНЖ ТУ3Р-85 08Х18Н10Т 114 14,"Трубы горячедеформированные нержавеющие из сталей D114,00 X S14,00 ТУ 14-3Р-85-2005, ТС 1668-2021, МСт 08Х18Н10Т, т/о, Н/М: 3000 - 5000 Обрезка резцом, ТипКонцов: Прямой рез",ТУ 14-3Р-85-2005,,,114,,,14,,08Х18Н10Т,,,,т/о,Гд НЖ,Нержавеющие,Бш Пром,-,3.384,RUB,"1,00000",1543950.6768,456250.2,EXW,Г. ВОЛЖСКИЙ,,,,,ПП,ПРУ,ЯБЛОКОВА МАРИНА ПАВЛ,,11022688,44320177,6684036797,"Общество с ограниченной ответственностью ""Киберсталь""","623101, Свердловская область, г. Первоуральск, ул. Ленина, соор. 18, эт/пом 4/410",г. Первоуральск,Свердловская обл.,Россия,,Самовывоз,11022688,44320177,6684036797,"Общество с ограниченной ответственностью ""Киберсталь""",г. Первоуральск,Россия,44320177,Киберсталь,Свердловская область,Уральский ФО,Россия,РФ,Прочие отрасли,Горно-металлургические компании,Трубная ,-,-,В33038,Киберсталь,Киберсталь,1,-,99.75,22,Гд НЖ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-03 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрНржв,ТгдНЖ ТУ3Р-85 08Х18Н10ТУ 89 10,"Трубы горячедеформированные нержавеющие из сталей D89,00 X S10,00 ТУ 14-3Р-85-2005, ТС 1668-2021, МСт 08Х18Н10Т У, т/о, Н/М: 3000 - 5000 Без обрезки",ТУ 14-3Р-85-2005,,,89,,,10,,08Х18Н10Т У,,,,т/о,Гд НЖ,Нержавеющие,Бш Пром,-,18.098,RUB,"1,00000",18369470,1015000,DAP,Г. ПЕРВОУРАЛЬСК,,,,,БН НЕРЖ,БН НЕРЖ,ГРИЩЕНКО М.В.,,11022688,44320177,6684036797,"Общество с ограниченной ответственностью ""Киберсталь""","623101, Свердловская область, г. Первоуральск, ул. Ленина, соор. 18, эт/пом 4/410",г. Первоуральск,Свердловская обл.,Россия,,Автотранспорт,11006968,05785537,1835012826,"Публичное акционерное общество ""Ижевский завод нефтяного машиностроения""",город Москва,Россия,44320177,Киберсталь,Свердловская область,Уральский ФО,Россия,РФ,Прочие отрасли,Горно-металлургические компании,Трубная ,-,-,В33039,Киберсталь,Ижевский завод нефтяного машиностроения,,,931.17,204,Гд НЖ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-04 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКтлн,ТгдКВД ТУ3Р-55 12Х1МФ 50 4,"Трубы горячедеформированные котельные D50,00 X S4,00 ТУ 14-3Р-55-2001, МСт 12Х1МФ, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ТУ 14-3Р-55-2001,,,50,,,4,,12Х1МФ,,,,т/о,Гд КВД,Котельные,Бш Пром,-,20.951,RUB,"1,00000",4701404.4,224400,EXW,"АО ""ВТЗ""",,,,,ТД ТМК ПП,ПРУ,БЕЛОУСОВА А.А.,,11028987,55326007,6658552837,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУБТРЕЙД""","620026, Свердловская область, город Екатеринбург, улица Народной воли, д. 69, офис 1/1",город Екатеринбург,Свердловская обл.,Россия,,Самовывоз,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,55326007,ТрубТрейд,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В33045,ТрубТрейд,ТД ТМК,,,4517.15,590,Гд КВД,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрНржв,ТгдНЖ ГОСТ9940 08Х18Н10Т 168 11,"Трубы горячедеформированные нержавеющие из сталей D168,00 X S11,00 ГОСТ 9940-81, МСт 08Х18Н10Т, т/о, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 9940-81,,,168,,,11,,08Х18Н10Т,,,,т/о,Гд НЖ,Нержавеющие,Бш Пром,-,5.162,RUB,"1,00000",5728064.92,1109660,FCA,"АО ""ВТЗ""",,,,,БН НЕРЖ,БН НЕРЖ,УСТИМЕНКО И.В.,,11009987,78795288,5503095632,"Закрытое акционерное общество ""Завод Сибгазстройдеталь""","644035, область Омская, город Омск, проспект Губкина, 22, 2",город Омск,Омская обл.,Россия,,Самовывоз,11009987,78795288,5503095632,"Закрытое акционерное общество ""Завод Сибгазстройдеталь""",город Москва,Россия,78795288,Завод Сибгазстройдеталь,Омская область,Сибирский ФО,Россия,РФ,Прочие отрасли,Производство ТПА и деталей трубопроводов,-,-,-,В33047,Завод Сибгазстройдеталь,Завод Сибгазстройдеталь,,,121.65,19,Гд НЖ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрНржв,ТгдНЖ ГОСТ9940 12Х18Н10Т 95 10,"Трубы горячедеформированные нержавеющие из сталей D95,00 X S10,00 ГОСТ 9940-81, МСт 12Х18Н10Т, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 9940-81,,,95,,,10,,12Х18Н10Т,,,,без т/о,Гд НЖ,Нержавеющие,Бш Пром,-,0.224,RUB,"1,00000",202413.12,903630,FCA,"АО ""ВТЗ""",,,,,БН НЕРЖ,БН НЕРЖ,ШАТАЛИН А.А.,,11020290,93828111,2312125841,"Общество с ограниченной ответственностью ""Спецтепломонтаж Корпорации ""Электросевкавмонтаж""","350080, край Краснодарский, город Краснодар, улица Им Демуса М. Н., 9",г. Краснодар,Краснодарский край,Россия,,Самовывоз,11020290,93828111,2312125841,"Общество с ограниченной ответственностью ""Спецтепломонтаж Корпорации ""Электросевкавмонтаж""",город Москва,Россия,93828111,Спецтепломонтаж Корпорации Электросевкавмонтаж,Краснодарский край,Южный ФО,Россия,РФ,Инфраструктура,Тепловые сети,-,-,-,В33048,Спецтепломонтаж Корпорации Электросевкавмонтаж,Спецтепломонтаж Корпорации Электросевкавмонтаж,,,11.02,2,Гд НЖ,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКркнг,ТгдКрек ГОСТ550-20 15Х5М 159 8,"Трубы горячедеформированные крекинговые D159,00 X S8,00 ГОСТ 550-2020, МСт 15Х5М, ГрПст Б, т/о, М/Д: 11000 Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 550-2020,,,159,,,8,,15Х5М,,,,т/о,Гд Крекинг,Бесшовные Гд,Бш Пром,-,11.245,RUB,"1,00000",3748333.4083,333333.34,FCA,"АО ""ВТЗ""",,,,ВР_Урал,БН ОП,ОП_ПЭМ,ПЕРЕВАЛОВ С.В.,,11011662,92923675,6603024940,"Общество с ограниченной ответственностью ""Уральский Завод Котельного Оборудования""","620141, Свердловская область, город Екатеринбург, улица Армавирская, строение 20, помещение 2",город Екатеринбург,Свердловская обл.,Россия,,Самовывоз,11011662,92923675,6603024940,"Общество с ограниченной ответственностью ""Уральский Завод Котельного Оборудования""",город Москва,Россия,92923675,Уральский Завод Котельного Оборудования,Свердловская область,Уральский ФО,Россия,РФ,Машиностроение,Энергетическое,-,-,-,В33049,Уральский Завод Котельного Оборудования,Уральский Завод Котельного Оборудования,,,376.79,34,Гд Крекинг,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКркнг,ТгдКрек ГОСТ550-20 15Х5М 159 8,"Трубы горячедеформированные крекинговые D159,00 X S8,00 ГОСТ 550-2020, МСт 15Х5М, ГрПст Б, т/о, М/Д: 6660 Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 550-2020,,,159,,,8,,15Х5М,,,,т/о,Гд Крекинг,Бесшовные Гд,Бш Пром,-,19.13,RUB,"1,00000",6057833.3971,316666.67,EXW,"АО ""ВТЗ""",,,,,БН ОП,ОП_ПЭМ,РОДИОНОВ А.А.,,11019555,27175696,6155073073,"Общество с ограниченной ответственностью ""Нефтемашстрой""","346480, область Ростовская, район Октябрьский, рабочий поселок Каменоломни, переулок Садовый, дом 28",рабочий поселок Каменоломни,Ростовская обл.,Россия,,Самовывоз,11019555,27175696,6155073073,"Общество с ограниченной ответственностью ""Нефтемашстрой""",город Москва,Россия,27175696,Нефтемашстрой,Ростовская область,Южный ФО,Россия,РФ,Машиностроение,Химическое и нефтехимическое,-,-,-,В33050,Нефтемашстрой,Нефтемашстрой,,,641.78,95,Гд Крекинг,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-05 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКркнг,ТгдКрек ГОСТ550-20 15Х5М 159 8,"Трубы горячедеформированные крекинговые D159,00 X S8,00 ГОСТ 550-2020, МСт 15Х5М, ГрПст Б, т/о, М/Д: 7200 Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 550-2020,,,159,,,8,,15Х5М,,,,т/о,Гд Крекинг,Бесшовные Гд,Бш Пром,-,1.71,RUB,"1,00000",541500.0057,316666.67,EXW,"АО ""ВТЗ""",,,,,БН ОП,ОП_ПЭМ,РОДИОНОВ А.А.,,11019555,27175696,6155073073,"Общество с ограниченной ответственностью ""Нефтемашстрой""","346480, область Ростовская, район Октябрьский, рабочий поселок Каменоломни, переулок Садовый, дом 28",рабочий поселок Каменоломни,Ростовская обл.,Россия,,Самовывоз,11019555,27175696,6155073073,"Общество с ограниченной ответственностью ""Нефтемашстрой""",город Москва,Россия,27175696,Нефтемашстрой,Ростовская область,Южный ФО,Россия,РФ,Машиностроение,Химическое и нефтехимическое,-,-,-,В33051,Нефтемашстрой,Нефтемашстрой,,,58.31,8,Гд Крекинг,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-06 00:00:00,ТПЦ-2,Линия пресса 2000 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКтлн,ТгдКВД ТУ3Р-55 20 108 8,"Трубы горячедеформированные котельные D108,00 X S8,00 ТУ 14-3Р-55-2001, МСт 20, т/о, Н/К: 8000 Обрезка резцом, ТипКонцов: Прямой рез",ТУ 14-3Р-55-2001,,,108,,,8,,20,,,,т/о,Гд КВД,Котельные,Бш Пром,-,6.363,RUB,"1,00000",1080516.9375,169812.5,EXW,"АО ""ВТЗ"" (ИНКОТЕРМС 2010)",,,,ОСП-К ТМК,БН ОП,ОП_ПЭМ,ДЕДЮХИН Д.В.,,11001267,10425500,3128038437,"Общество с ограниченной ответственностью ""Альфа Сталь-РДО""","309540, Белгородская область, г.о. Старооскольский, г. Старый Оскол, тер станция Котел промузел, пл-ка Монтажная проезд Ш-5, зд. 12А",г. Старый Оскол,Белгородская обл.,Россия,,Самовывоз,11001267,10425500,3128038437,"Общество с ограниченной ответственностью ""Альфа Сталь-РДО""",город Москва,Россия,10425500,Альфа Сталь-РДО,Белгородская область,Центральный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,-,В33053,Альфа Сталь-РДО,Альфа Сталь-РДО,,,318.41,37,Гд КВД,Бш Пром/Seamless Ind
ВТЗ,2024,Декабрь,2024-12-06 00:00:00,ТПЦ-2,Линия пресса 5500 ТПЦ2 ВТЗ,-,-,,ТрБесШвнГрДфрКркнг,ТгдКрек ГОСТ550-20 15Х5М 152 8,"Трубы горячедеформированные крекинговые D152,00 X S8,00 ГОСТ 550-2020, МСт 15Х5М, ГрПст Б, т/о, М/Д: 11200 Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 550-2020,,,152,,,8,,15Х5М,,,,т/о,Гд Крекинг,Бесшовные Гд,Бш Пром,-,13.484,RUB,"1,00000",4269933.37828,316666.67,EXW,"АО ""ВТЗ""",,,,ОСП-К ТМК,БН ОП,ОП_ПЭМ,РОДИОНОВ А.А.,,11001267,10425500,3128038437,"Общество с ограниченной ответственностью ""Альфа Сталь-РДО""","309540, Белгородская область, г.о. Старооскольский, г. Старый Оскол, тер станция Котел промузел, пл-ка Монтажная проезд Ш-5, зд. 12А",г. Старый Оскол,Белгородская обл.,Россия,,Самовывоз,11001267,10425500,3128038437,"Общество с ограниченной ответственностью ""Альфа Сталь-РДО""",город Москва,Россия,10425500,Альфа Сталь-РДО,Белгородская область,Центральный ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,-,В33054,Альфа Сталь-РДО,Альфа Сталь-РДО,,,471.87,40,Гд Крекинг,Бш Пром/Seamless Ind
